segment_id,system_type,corridor_name,district,pipe_material,diameter_inches,length_ft,depth_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,soil_corrosivity,capacity_utilization_pct,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
PIPE-4438,Sewer,Overland Rd,Southwest,Vitrified Clay,15,890,8.2,1957,69,14,2,0.6,76.7,Medium,365195,2024-04-20,CCTV,43.588161,-116.270802
PIPE-4439,Water,Chinden Blvd,West Boise,Ductile Iron,24,484,5.3,2008,18,77,2,0.5,,High,153287,2024-01-14,Acoustic Leak Detection,43.652851,-116.336376
PIPE-4440,Water,Eastman St,North End,Cast Iron,16,2270,7.0,1952,74,14,7,0.72,,Low,312055,2023-11-20,Visual,43.639376,-116.221512
PIPE-4441,Stormwater,Front St,Downtown,Concrete,60,1758,11.0,1945,81,43,0,0.78,87.8,High,341905,2025-06-17,Dye Test,43.607596,-116.215515
PIPE-4442,Sewer,McMillan Rd,West Boise,PVC,48,1544,14.5,2014,12,80,0,0.5,18.9,Medium,1434316,2023-05-12,Manhole Inspection,43.643999,-116.319754
PIPE-4443,Sewer,Orchard St,Southwest,PVC,8,1209,9.6,1979,47,90,0,0.6,56.6,Medium,261312,2025-07-24,Manhole Inspection,43.597372,-116.230316
PIPE-4444,Water,Chinden Blvd,West Boise,PVC,4,1957,5.0,1988,38,84,0,0.5,,High,214751,2023-07-09,Pressure Test,43.650218,-116.349368
PIPE-4445,Sewer,Curtis Rd,Southwest,PVC,24,990,16.1,1987,39,89,1,0.6,42.6,Critical,277148,2022-12-30,Flow Monitoring,43.563361,-116.224814
PIPE-4446,Water,Capitol Blvd,Downtown,Cast Iron,10,411,3.3,1939,87,5,5,0.78,,Low,75910,2025-06-20,Ultrasonic,43.626,-116.203475
PIPE-4447,Water,McMillan Rd,West Boise,PVC,20,1319,5.0,2013,13,88,0,0.5,,High,262622,2025-11-14,Acoustic Leak Detection,43.645003,-116.298495
PIPE-4448,Water,Idaho St,Downtown,Cast Iron,8,1913,3.7,1958,68,8,8,0.78,,Low,494365,2025-09-11,Acoustic Leak Detection,43.616638,-116.186875
PIPE-4449,Water,Parkcenter Blvd,East Bench,Cast Iron,10,813,6.4,1965,61,28,4,0.45,,Medium,131054,2024-04-10,Visual,43.626,-116.175
PIPE-4450,Water,State St,West Boise,HDPE,36,779,6.8,2007,19,88,1,0.5,,Medium,116583,2023-12-30,Visual,43.634755,-116.306678
PIPE-4451,Sewer,Fairview Ave,Downtown,Concrete,21,700,9.0,1948,78,65,1,0.78,100.0,High,250377,2023-07-23,Flow Monitoring,43.618542,-116.199227
PIPE-4452,Sewer,Fairview Ave,Downtown,Vitrified Clay,15,1533,15.3,1932,94,11,2,0.78,82.4,Medium,598823,2024-09-01,Flow Monitoring,43.61736,-116.198833
PIPE-4453,Sewer,Franklin Rd,West Boise,PVC,24,1518,17.7,1991,35,90,0,0.5,39.2,Medium,419704,2025-06-09,Manhole Inspection,43.606254,-116.251088
PIPE-4454,Stormwater,Victory Rd,Southeast,Concrete,12,249,10.7,1984,42,70,3,0.55,46.7,Medium,45064,2025-06-26,Visual,43.568692,-116.2
PIPE-4455,Sewer,9th St,Downtown,Concrete,30,1060,13.4,1958,68,52,0,0.78,60.8,High,649503,2024-12-21,Manhole Inspection,43.621862,-116.200024
PIPE-4456,Stormwater,Vista Ave,Southeast,Corrugated Metal,18,1679,11.5,1975,51,40,3,0.55,65.6,Low,240850,2025-11-25,CCTV,43.55396,-116.2
PIPE-4457,Stormwater,Cole Rd,West Boise,HDPE,36,2492,10.7,2022,4,100,0,0.5,37.7,Medium,1060721,2025-11-09,Visual,43.633512,-116.255073
PIPE-4458,Water,Ustick Rd,West Boise,HDPE,24,760,7.0,2015,11,100,0,0.5,,Critical,259110,2025-09-24,Visual,43.633943,-116.312887
PIPE-4459,Water,Overland Rd,Southeast,Ductile Iron,36,2434,3.9,1969,57,53,0,0.55,,High,348679,2024-12-19,Visual,43.589426,-116.2
PIPE-4460,Water,Bogus Basin Rd,North End,Cast Iron,4,694,6.9,1942,84,13,6,0.72,,Medium,164232,2025-01-30,Visual,43.662836,-116.184009
PIPE-4461,Stormwater,Amity Rd,Southwest,Concrete,72,2327,9.7,2007,19,87,1,0.6,34.2,High,676951,2025-01-13,Visual,43.555579,-116.28489
PIPE-4462,Water,Hill Rd,North End,Ductile Iron,30,1743,4.4,1965,61,44,2,0.72,,High,688575,2022-11-13,Acoustic Leak Detection,43.661456,-116.23
PIPE-4463,Pressurized Irrigation,Eisenman Rd,Southeast,PVC PR-SDR,8,1725,4.8,2019,7,87,0,0.55,52.2,High,111072,2024-01-20,Visual,43.548964,-116.169831
PIPE-4464,Water,Federal Way,East Bench,Ductile Iron,6,2359,6.2,1984,42,68,1,0.45,,Medium,155351,2024-02-07,Acoustic Leak Detection,43.598444,-116.138182
PIPE-4465,Sewer,Five Mile Rd,Southwest,Vitrified Clay,30,1808,21.8,1966,60,27,5,0.6,94.0,Medium,1367670,2025-09-08,Smoke Test,43.552749,-116.296324
PIPE-4466,Sewer,Ustick Rd,West Boise,PVC,15,1711,15.1,2017,9,96,0,0.5,50.1,Medium,838472,2025-06-15,CCTV,43.633872,-116.281364
PIPE-4467,Water,Hill Rd,North End,Asbestos Cement,30,2226,4.9,1957,69,22,3,0.72,,Medium,675600,2024-05-22,Pressure Test,43.661682,-116.23
PIPE-4468,Pressurized Irrigation,Eagle Rd,West Boise,PVC PR-SDR,12,1378,3.5,2008,18,78,0,0.5,76.7,Critical,125394,2023-05-13,Flow Monitoring,43.633784,-116.356478
PIPE-4469,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,12,1688,4.4,2003,23,91,0,0.5,58.3,High,249054,2025-08-18,Flow Monitoring,43.615308,-116.318086
PIPE-4470,Stormwater,Capitol Blvd,Downtown,Concrete,30,426,5.5,1935,91,36,2,0.78,94.2,Low,63790,2023-10-31,CCTV,43.626,-116.199012
PIPE-4471,Stormwater,Franklin Rd,West Boise,PVC,42,906,8.1,1996,30,90,0,0.5,56.1,Medium,131694,2024-12-03,Dye Test,43.606058,-116.256753
PIPE-4472,Sewer,Front St,Downtown,Vitrified Clay,10,477,9.3,1928,98,5,6,0.78,98.6,Medium,211847,2024-05-08,Manhole Inspection,43.608178,-116.210658
PIPE-4473,Pressurized Irrigation,McMillan Rd,West Boise,PVC PR-SDR,6,799,4.5,1996,30,84,0,0.5,45.4,Medium,76522,2025-03-17,Pressure Test,43.642803,-116.297912
PIPE-4474,Stormwater,Fairview Ave,West Boise,Concrete,48,2203,4.9,1987,39,60,1,0.5,24.9,Critical,815213,2023-01-27,Dye Test,43.613618,-116.259939
PIPE-4475,Water,Cloverdale Rd,West Boise,PVC,16,1301,6.5,1985,41,78,0,0.5,,Low,422665,2023-09-15,Ultrasonic,43.6,-116.33302
PIPE-4476,Stormwater,McMillan Rd,West Boise,Concrete,42,1533,6.2,2004,22,77,0,0.5,23.1,Low,525519,2023-11-17,CCTV,43.642053,-116.320974
PIPE-4477,Stormwater,Jefferson St,Downtown,Concrete,30,1286,3.1,1948,78,47,1,0.78,68.1,Medium,199942,2025-01-24,Visual,43.615702,-116.175
PIPE-4478,Water,Overland Rd,Southwest,PVC,4,1134,3.7,1990,36,91,0,0.6,,Medium,279188,2022-10-24,Ultrasonic,43.589235,-116.276299
PIPE-4479,Water,Eagle Rd,West Boise,Ductile Iron,10,1611,5.2,1997,29,68,1,0.5,,Low,400952,2025-01-02,Ultrasonic,43.6,-116.356401
PIPE-4480,Water,Eisenman Rd,Southeast,HDPE,10,1693,3.3,2007,19,94,0,0.55,,Medium,479366,2025-06-21,Pressure Test,43.589357,-116.169046
PIPE-4481,Water,Orchard St,Southwest,PVC,30,2394,5.8,1980,46,100,1,0.6,,High,323970,2023-06-19,Visual,43.558166,-116.233588
PIPE-4482,Sewer,Bannock St,Downtown,Vitrified Clay,30,226,8.5,1957,69,13,3,0.78,95.0,Medium,131719,2025-06-03,Manhole Inspection,43.61156,-116.186876
PIPE-4483,Water,Eisenman Rd,Southeast,PVC,10,693,3.1,2011,15,86,0,0.55,,Medium,112093,2024-08-30,Acoustic Leak Detection,43.587952,-116.168217
PIPE-4484,Sewer,Fairview Ave,Downtown,Vitrified Clay,6,626,24.6,1941,85,6,2,0.78,100.0,Medium,119448,2023-06-09,CCTV,43.61778,-116.200712
PIPE-4485,Sewer,Five Mile Rd,Southwest,Concrete,48,232,20.3,1967,59,53,2,0.6,43.3,High,110826,2023-08-14,CCTV,43.556887,-116.293959
PIPE-4486,Stormwater,Ustick Rd,West Boise,PVC,36,1613,8.7,1999,27,86,0,0.5,44.6,Critical,318771,2023-09-28,Visual,43.633988,-116.290517
PIPE-4487,Sewer,Boise Ave,East Bench,PVC,12,1246,7.8,1976,50,90,0,0.45,47.2,Medium,422033,2023-12-21,Flow Monitoring,43.599157,-116.175
PIPE-4488,Sewer,8th St,Downtown,Orangeburg,48,2391,14.9,1950,76,18,3,0.78,66.3,Critical,745889,2025-10-07,Smoke Test,43.620871,-116.195037
PIPE-4489,Water,Milwaukee St,Southeast,Ductile Iron,20,1643,3.3,1972,54,59,1,0.55,,High,610842,2024-10-26,Pressure Test,43.595,-116.2
PIPE-4490,Sewer,Parkcenter Blvd,East Bench,Concrete,24,2475,13.6,1985,41,73,0,0.45,51.9,Low,1098763,2024-11-13,Flow Monitoring,43.626,-116.175
PIPE-4491,Water,Franklin Rd,West Boise,PVC,12,2033,5.8,2020,6,86,0,0.5,,Low,515175,2024-12-01,Visual,43.607595,-116.25082
PIPE-4492,Water,9th St,Downtown,Galvanized Steel,12,2288,5.3,1934,92,5,6,0.78,,Medium,346397,2023-10-16,Pressure Test,43.626,-116.196659
PIPE-4493,Pressurized Irrigation,Ustick Rd,West Boise,PVC PR-SDR,12,816,3.6,2003,23,92,0,0.5,63.1,Critical,47703,2024-02-16,Pressure Test,43.634825,-116.264497
PIPE-4494,Water,Federal Way,East Bench,Ductile Iron,36,441,5.0,1988,38,67,1,0.45,,Critical,261237,2024-09-17,Acoustic Leak Detection,43.594069,-116.175
PIPE-4495,Stormwater,Capitol Blvd,Downtown,Concrete,18,2120,13.1,1961,65,45,0,0.78,67.3,Medium,489076,2025-07-18,Visual,43.6,-116.200877
PIPE-4496,Water,Vista Ave,Southeast,PVC,6,1674,3.5,1986,40,93,2,0.55,,High,335470,2025-04-08,Pressure Test,43.571199,-116.2
PIPE-4497,Sewer,Bogus Basin Rd,North End,Vitrified Clay,48,1874,18.1,1964,62,30,5,0.72,75.3,Medium,913606,2025-11-11,CCTV,43.666428,-116.208606
PIPE-4498,Water,Ten Mile Rd,West Boise,Ductile Iron,4,1707,4.3,1997,29,73,1,0.5,,Medium,273723,2022-11-30,Visual,43.605314,-116.317491
PIPE-4499,Sewer,Cloverdale Rd,West Boise,Ductile Iron,8,2437,5.4,1997,29,81,0,0.5,22.7,High,820377,2025-11-19,Smoke Test,43.650942,-116.33507
PIPE-4500,Water,Ten Mile Rd,West Boise,HDPE,6,1746,4.9,2011,15,95,0,0.5,,Low,139336,2023-01-01,Acoustic Leak Detection,43.631219,-116.318148
PIPE-4501,Sewer,Gowen Rd,Southeast,PVC,8,974,18.7,1991,35,88,0,0.55,36.8,Medium,107024,2023-08-21,Flow Monitoring,43.541499,-116.118908
PIPE-4502,Stormwater,Fairview Ave,Downtown,Corrugated Metal,42,1626,5.0,1961,65,12,5,0.78,67.9,High,493817,2023-06-09,Visual,43.613957,-116.205372
PIPE-4503,Sewer,Amity Rd,Southwest,PVC,21,1979,9.1,2021,5,100,0,0.6,64.1,Critical,1049241,2023-06-11,Manhole Inspection,43.552306,-116.268945
PIPE-4504,Sewer,Eagle Rd,West Boise,PVC,24,1074,8.5,2009,17,100,0,0.5,59.6,Critical,434624,2025-03-10,Manhole Inspection,43.645147,-116.354967
PIPE-4505,Sewer,Amity Rd,Southwest,PVC,24,1345,7.0,1986,40,88,0,0.6,23.6,Low,440869,2025-07-26,CCTV,43.555764,-116.236885
PIPE-4506,Sewer,8th St,Downtown,Vitrified Clay,48,2181,14.4,1942,84,29,4,0.78,67.7,Critical,1924612,2025-05-01,Manhole Inspection,43.6,-116.19834
PIPE-4507,Water,Idaho St,Downtown,Asbestos Cement,12,2411,4.6,1954,72,11,6,0.78,,Medium,466141,2024-06-06,Acoustic Leak Detection,43.616749,-116.194543
PIPE-4508,Water,Broadway Ave,Southeast,Ductile Iron,10,1665,3.7,1965,61,46,1,0.55,,Low,543047,2023-09-04,Pressure Test,43.575087,-116.186404
PIPE-4509,Sewer,8th St,Downtown,Concrete,8,2096,20.1,1948,78,49,4,0.78,57.5,Medium,502009,2024-04-15,Flow Monitoring,43.6,-116.197354
PIPE-4510,Water,Shaw Mountain Rd,East Bench,Asbestos Cement,10,1184,5.0,1955,71,13,7,0.45,,Critical,185421,2023-09-20,Acoustic Leak Detection,43.599326,-116.164349
PIPE-4511,Sewer,Bogus Basin Rd,North End,Vitrified Clay,24,1681,18.3,1927,99,5,6,0.72,69.5,Low,797523,2024-12-13,CCTV,43.68,-116.194954
PIPE-4512,Pressurized Irrigation,Cloverdale Rd,West Boise,PVC PR-SDR,8,2186,4.0,2001,25,78,0,0.5,62.2,Medium,287313,2024-09-01,Valve Inspection,43.652043,-116.337586
PIPE-4513,Sewer,Cole Rd,West Boise,PVC,42,452,22.4,2014,12,79,0,0.5,44.0,Medium,274445,2022-09-22,Smoke Test,43.616719,-116.255317
PIPE-4514,Sewer,Warm Springs Ave,East Bench,Vitrified Clay,6,1550,18.5,1930,96,5,5,0.45,91.6,Low,194064,2023-01-18,Manhole Inspection,43.610115,-116.175
PIPE-4515,Sewer,Harrison Blvd,North End,Concrete,24,685,13.8,1965,61,50,2,0.72,96.3,Low,300768,2024-06-11,Smoke Test,43.66395,-116.197411
PIPE-4516,Water,Gowen Rd,Southeast,Ductile Iron,30,1146,4.8,2002,24,71,0,0.55,,Critical,379695,2025-01-18,Pressure Test,43.545062,-116.191326
PIPE-4517,Pressurized Irrigation,Eisenman Rd,Southeast,PVC PR-SDR,12,2476,3.3,2022,4,99,0,0.55,39.8,Medium,335806,2025-11-30,Visual,43.584339,-116.169652
PIPE-4518,Pressurized Irrigation,Amity Rd,Southwest,PVC PR-SDR,4,1116,2.9,1994,32,77,0,0.6,74.5,Low,76712,2023-03-11,Visual,43.553377,-116.309287
PIPE-4519,Pressurized Irrigation,Chinden Blvd,West Boise,PVC PR-SDR,6,808,2.5,2000,26,90,0,0.5,65.1,High,38383,2025-11-15,Pressure Test,43.653389,-116.276821
PIPE-4520,Sewer,Overland Rd,Southeast,Vitrified Clay,10,1308,13.1,1963,63,22,7,0.55,63.8,Medium,459551,2023-06-27,CCTV,43.585563,-116.158275
PIPE-4521,Sewer,Chinden Blvd,West Boise,PVC,36,263,19.1,1995,31,88,0,0.5,42.0,Critical,207634,2024-12-20,Flow Monitoring,43.655,-116.336009
PIPE-4522,Sewer,Franklin Rd,West Boise,Ductile Iron,24,2457,22.3,1993,33,87,0,0.5,30.2,Medium,1267284,2025-08-17,CCTV,43.604991,-116.275576
PIPE-4523,Sewer,Harrison Blvd,North End,Concrete,30,1292,23.2,1949,77,53,1,0.72,100.0,High,206472,2024-08-25,CCTV,43.663272,-116.202783
PIPE-4524,Pressurized Irrigation,Amity Rd,Southwest,PVC PR-SDR,12,1178,3.5,2001,25,90,1,0.6,63.8,High,86549,2024-06-11,Flow Monitoring,43.554565,-116.272457
PIPE-4525,Sewer,Warm Springs Ave,East Bench,Vitrified Clay,12,755,13.3,1932,94,5,4,0.45,58.5,Medium,275231,2023-05-03,Smoke Test,43.6064,-116.174508
PIPE-4526,Water,Cloverdale Rd,West Boise,PVC,12,1425,4.0,1997,29,83,0,0.5,,Medium,136837,2023-01-22,Acoustic Leak Detection,43.606652,-116.334366
PIPE-4527,Sewer,State St,West Boise,PVC,21,665,14.5,2013,13,83,0,0.5,29.7,Low,290427,2024-12-17,Smoke Test,43.635492,-116.269413
PIPE-4528,Water,Main St,Downtown,Cast Iron,20,2067,4.7,1935,91,5,5,0.78,,High,807255,2025-10-21,Visual,43.615354,-116.195441
PIPE-4529,Stormwater,State St,West Boise,PVC,12,422,4.3,1996,30,81,0,0.5,81.0,High,90957,2025-11-25,Visual,43.634051,-116.31698
PIPE-4530,Sewer,Curtis Rd,Southwest,Concrete,24,2295,14.3,1988,38,71,1,0.6,18.1,Low,1530820,2024-12-07,Manhole Inspection,43.548407,-116.224313
PIPE-4531,Sewer,Jefferson St,Downtown,Vitrified Clay,18,1701,16.4,1963,63,22,4,0.78,83.4,Low,328316,2025-08-19,Manhole Inspection,43.61521,-116.22
PIPE-4532,Sewer,Victory Rd,Southwest,Concrete,10,2330,15.6,1967,59,59,0,0.6,58.8,Low,574005,2023-09-22,Flow Monitoring,43.568361,-116.314989
PIPE-4533,Water,Bannock St,Downtown,Cast Iron,24,942,3.6,1944,82,5,7,0.78,,Critical,139334,2025-07-17,Ultrasonic,43.613594,-116.199146
PIPE-4534,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,12,2008,2.5,1994,32,84,1,0.5,56.1,Medium,216382,2025-09-29,Pressure Test,43.633187,-116.314575
PIPE-4535,Stormwater,Maple Grove Rd,Southwest,Corrugated Metal,18,1039,14.5,1972,54,35,3,0.6,44.6,Low,128262,2022-11-18,CCTV,43.552646,-116.2769
PIPE-4536,Water,Broadway Ave,Southeast,Asbestos Cement,12,2008,5.9,1960,66,21,4,0.55,,Medium,653954,2024-01-17,Ultrasonic,43.586709,-116.189554
PIPE-4537,Sewer,Fairview Ave,Downtown,Vitrified Clay,48,2178,15.4,1960,66,15,4,0.78,57.8,High,1155909,2024-06-17,Smoke Test,43.615321,-116.215825
PIPE-4538,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC C900,4,546,3.9,2002,24,80,0,0.5,34.7,Low,49703,2024-01-16,Flow Monitoring,43.612051,-116.313167
PIPE-4539,Sewer,Warm Springs Ave,East Bench,Vitrified Clay,21,1168,5.4,1965,61,19,6,0.45,100.0,High,637661,2022-10-26,Flow Monitoring,43.609116,-116.175
PIPE-4540,Water,8th St,Downtown,Cast Iron,30,1425,6.9,1927,99,5,8,0.78,,Critical,672136,2023-08-08,Ultrasonic,43.6,-116.197168
PIPE-4541,Sewer,Federal Way,East Bench,Orangeburg,12,1011,19.9,1968,58,44,9,0.45,88.4,Medium,417856,2025-08-05,Manhole Inspection,43.598964,-116.148499
PIPE-4542,Stormwater,Ten Mile Rd,West Boise,HDPE,18,1658,13.5,2010,16,100,0,0.5,55.4,Critical,394960,2024-10-30,CCTV,43.6,-116.313007
PIPE-4543,Stormwater,Parkcenter Blvd,East Bench,Concrete,18,473,3.9,1977,49,71,0,0.45,83.4,Low,97800,2023-08-15,Visual,43.581213,-116.175
PIPE-4544,Pressurized Irrigation,Eisenman Rd,Southeast,PVC PR-SDR,12,2033,4.1,2021,5,91,0,0.55,64.3,High,176205,2025-04-06,Flow Monitoring,43.571912,-116.167652
PIPE-4545,Sewer,Milwaukee St,Southeast,Vitrified Clay,8,1935,11.0,1961,65,32,12,0.55,39.0,Medium,743070,2024-01-27,CCTV,43.54,-116.2
PIPE-4546,Sewer,Orchard St,Southwest,Concrete,18,654,15.8,1978,48,59,0,0.6,61.9,Critical,289127,2024-02-18,Flow Monitoring,43.55239,-116.229834
PIPE-4547,Sewer,Curtis Rd,Southwest,PVC,6,1215,6.8,1984,42,90,0,0.6,53.7,Critical,491806,2023-07-29,Flow Monitoring,43.59014,-116.224373
PIPE-4548,Sewer,Eisenman Rd,Southeast,Concrete,21,1059,15.5,1985,41,75,1,0.55,29.7,Low,615344,2023-09-17,Manhole Inspection,43.54,-116.168783
PIPE-4549,Sewer,Boise Ave,East Bench,Concrete,18,927,11.3,1961,65,50,1,0.45,64.6,Low,388500,2023-09-23,Manhole Inspection,43.601518,-116.175
PIPE-4550,Sewer,Warm Springs Ave,East Bench,Vitrified Clay,8,1761,10.0,1939,87,5,5,0.45,87.4,High,260654,2024-03-02,CCTV,43.605985,-116.175
PIPE-4551,Water,McMillan Rd,West Boise,PVC,30,2390,6.6,2009,17,90,0,0.5,,High,582118,2024-06-27,Pressure Test,43.64573,-116.309019
PIPE-4552,Water,Warm Springs Ave,East Bench,Cast Iron,8,660,4.9,1929,97,5,10,0.45,,Low,63869,2025-11-25,Visual,43.610233,-116.141637
PIPE-4553,Water,Fairview Ave,Downtown,Cast Iron,4,1067,5.5,1925,101,5,12,0.78,,Medium,133048,2025-04-21,Visual,43.616975,-116.22
PIPE-4554,Water,9th St,Downtown,Cast Iron,16,2218,3.3,1927,99,5,12,0.78,,Medium,670108,2024-08-08,Visual,43.626,-116.196598
PIPE-4555,Water,Ten Mile Rd,West Boise,Ductile Iron,36,703,5.9,1995,31,67,0,0.5,,Critical,409922,2024-08-20,Ultrasonic,43.611124,-116.318015
PIPE-4556,Sewer,Cole Rd,West Boise,PVC,42,2412,6.1,2017,9,100,0,0.5,25.4,Medium,1930535,2025-09-14,Smoke Test,43.655,-116.255563
PIPE-4557,Pressurized Irrigation,Eagle Rd,West Boise,PVC PR-SDR,10,1510,3.1,2014,12,100,0,0.5,78.5,Low,99489,2024-08-08,Pressure Test,43.636291,-116.354509
PIPE-4558,Sewer,Ten Mile Rd,West Boise,PVC,24,569,5.2,2001,25,88,0,0.5,16.7,Low,187752,2023-07-16,CCTV,43.6,-116.316088
PIPE-4559,Water,State St,West Boise,Ductile Iron,6,813,6.7,1990,36,60,0,0.5,,Medium,124398,2022-12-07,Ultrasonic,43.637168,-116.308224
PIPE-4560,Sewer,Fairview Ave,Downtown,Concrete,8,989,18.4,1948,78,49,1,0.78,100.0,High,389603,2024-09-15,Manhole Inspection,43.615807,-116.22
PIPE-4561,Sewer,Parkcenter Blvd,East Bench,Ductile Iron,36,1292,16.9,1981,45,68,2,0.45,58.5,Medium,264217,2023-08-25,CCTV,43.58,-116.175
PIPE-4562,Water,Fairview Ave,Downtown,Galvanized Steel,30,2252,6.9,1954,72,7,4,0.78,,High,657154,2023-07-27,Visual,43.616098,-116.190542
PIPE-4563,Water,Ustick Rd,West Boise,PVC,12,783,3.1,2004,22,89,0,0.5,,Medium,165456,2024-10-04,Visual,43.630156,-116.32613
PIPE-4564,Water,Eagle Rd,West Boise,PVC,30,281,6.1,2003,23,92,0,0.5,,Medium,130331,2025-03-12,Acoustic Leak Detection,43.637032,-116.352357
PIPE-4565,Pressurized Irrigation,Ustick Rd,West Boise,PVC PR-SDR,8,1275,4.0,1998,28,86,1,0.5,36.2,High,116913,2023-07-14,Visual,43.634435,-116.274501
PIPE-4566,Water,Vista Ave,Southeast,Ductile Iron,12,2146,4.9,1990,36,61,3,0.55,,Medium,516178,2025-08-09,Pressure Test,43.595,-116.2
PIPE-4567,Sewer,15th St,North End,Vitrified Clay,15,1297,22.8,1927,99,5,7,0.72,52.7,Medium,672833,2025-08-22,Flow Monitoring,43.668679,-116.206383
PIPE-4568,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,4,2020,3.0,2021,5,89,0,0.55,68.2,Low,62642,2024-10-19,Visual,43.545595,-116.193063
PIPE-4569,Stormwater,Jefferson St,Downtown,Corrugated Metal,42,2303,3.8,1958,68,19,3,0.78,81.5,Low,588939,2024-08-16,CCTV,43.618055,-116.187578
PIPE-4570,Water,Cloverdale Rd,West Boise,PVC,36,404,5.8,2020,6,92,0,0.5,,High,73358,2025-07-24,Ultrasonic,43.6,-116.338294
PIPE-4571,Water,Ten Mile Rd,West Boise,Ductile Iron,12,2352,6.5,1998,28,79,0,0.5,,Medium,420564,2023-09-14,Ultrasonic,43.606399,-116.316289
PIPE-4572,Water,Victory Rd,Southwest,Cast Iron,12,2207,6.6,1956,70,14,7,0.6,,Medium,752278,2022-11-21,Ultrasonic,43.569978,-116.264182
PIPE-4573,Water,Idaho St,Downtown,Galvanized Steel,6,1223,6.9,1962,64,20,3,0.78,,Low,185622,2023-04-06,Ultrasonic,43.614736,-116.22
PIPE-4574,Stormwater,Ten Mile Rd,West Boise,Concrete,60,767,11.8,1997,29,85,1,0.5,25.9,Critical,417553,2025-10-03,Flow Monitoring,43.606309,-116.3174
PIPE-4575,Water,Federal Way,East Bench,PVC,10,313,4.1,1976,50,75,0,0.45,,Medium,96665,2024-06-29,Acoustic Leak Detection,43.595855,-116.127414
PIPE-4576,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,8,384,4.6,2005,21,78,0,0.5,60.2,Critical,18067,2022-11-23,Flow Monitoring,43.613837,-116.29172
PIPE-4577,Water,Overland Rd,Southwest,Ductile Iron,24,730,4.5,1972,54,65,2,0.6,,Critical,283039,2025-06-21,Ultrasonic,43.588394,-116.243021
PIPE-4578,Water,Fairview Ave,Downtown,Cast Iron,4,2171,3.5,1950,76,5,5,0.78,,Low,373645,2025-01-20,Ultrasonic,43.61558,-116.22
PIPE-4579,Water,Cloverdale Rd,West Boise,HDPE,36,1403,6.4,2021,5,96,1,0.5,,High,657789,2024-11-26,Visual,43.625724,-116.335319
PIPE-4580,Sewer,Cole Rd,West Boise,Ductile Iron,24,1231,24.9,2009,17,84,1,0.5,36.0,Low,287210,2025-10-13,Smoke Test,43.6,-116.255072
PIPE-4581,Water,Parkcenter Blvd,East Bench,Ductile Iron,16,1735,4.6,1967,59,60,1,0.45,,Medium,361829,2025-03-24,Pressure Test,43.58,-116.175
PIPE-4582,Stormwater,Warm Springs Ave,East Bench,Concrete,72,2368,8.3,1927,99,40,3,0.45,72.9,High,1399489,2024-09-12,Flow Monitoring,43.606849,-116.149113
PIPE-4583,Water,Cloverdale Rd,West Boise,Ductile Iron,6,348,7.0,2004,22,70,1,0.5,,High,42744,2025-08-08,Acoustic Leak Detection,43.6,-116.335679
PIPE-4584,Water,Shaw Mountain Rd,East Bench,Ductile Iron,36,2075,4.3,1978,48,73,0,0.45,,Critical,1007090,2025-08-14,Ultrasonic,43.591637,-116.161115
PIPE-4585,Sewer,Five Mile Rd,Southwest,Concrete,30,1166,19.2,1955,71,49,1,0.6,70.4,Critical,846385,2023-01-29,Flow Monitoring,43.6,-116.292658
PIPE-4586,Water,Overland Rd,Southwest,Cast Iron,24,818,4.4,1960,66,18,4,0.6,,Critical,357085,2023-02-15,Acoustic Leak Detection,43.586183,-116.231055
PIPE-4587,Sewer,Cole Rd,West Boise,PVC,6,935,22.1,1986,40,87,1,0.5,63.3,Critical,166149,2024-10-07,Smoke Test,43.601813,-116.254276
PIPE-4588,Sewer,Harrison Blvd,North End,Vitrified Clay,36,2011,14.3,1957,69,14,5,0.72,75.7,High,505936,2023-08-17,Flow Monitoring,43.657306,-116.198664
PIPE-4589,Water,Cloverdale Rd,West Boise,PVC,30,2455,7.0,1985,41,80,0,0.5,,Medium,416145,2025-09-27,Acoustic Leak Detection,43.655,-116.335071
PIPE-4590,Stormwater,Jefferson St,Downtown,Concrete,30,319,14.2,1946,80,51,1,0.78,83.4,Critical,35137,2024-02-29,Visual,43.618446,-116.175
PIPE-4591,Sewer,Capitol Blvd,Downtown,Orangeburg,21,750,13.4,1964,62,35,2,0.78,84.5,Critical,137626,2024-07-01,Smoke Test,43.626,-116.201319
PIPE-4592,Water,Cole Rd,West Boise,PVC,12,1718,6.0,2015,11,95,0,0.5,,High,321189,2025-10-25,Pressure Test,43.604668,-116.255401
PIPE-4593,Pressurized Irrigation,Eisenman Rd,Southeast,PVC PR-SDR,12,1729,2.6,2007,19,88,1,0.55,48.2,Medium,75581,2024-03-01,Flow Monitoring,43.554471,-116.168963
